STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,AWND,WDF2,WSF2
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160130,0,-9999,0,31,42,23,8.9,170,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160131,0,-9999,0,41,58,34,9.6,190,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160201,0,-9999,0,45,61,34,9.6,310,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160202,0,-9999,0,40,50,28,3.6,310,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160203,0.76,-9999,0,38,57,28,8.5,160,38
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160204,0,-9999,0,52,56,42,8.9,310,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160205,0.47,5.9,6.6,36,42,25,9.6,10,23.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160206,0,5.9,0,27,37,14,7.2,160,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160207,0,5.1,0,31,46,16,3.6,150,10.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160208,0.26,7.1,3.5,28,36,21,13.6,30,25.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160209,0.01,7.9,0.1,23,31,17,4.3,30,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160210,0.15,7.9,2.3,27,35,20,4.9,300,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160211,0,7.9,0,24,27,10,15,300,29.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160212,0,7.1,0,14,23,1,8.1,310,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160213,0,7.1,0,15,19,-6,12.8,310,31.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160214,0,7.1,0,-2,10,-12,7.6,290,25.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160215,0.26,7.1,1.1,2,22,-12,4.7,360,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160216,0.79,3.1,0.1,29,53,22,10.1,160,36
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160217,0,1.2,0,38,39,30,10.3,310,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160218,0,1.2,0,30,34,20,10.5,320,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160219,0,1.2,0,25,39,13,6.7,190,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160220,0.01,-9999,0,44,61,34,11.6,230,25.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160221,0,-9999,0,47,56,33,7.8,310,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160222,0,-9999,0,40,47,28,7.6,310,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160223,0.13,-9999,0.5,32,40,25,9.2,100,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160224,1.41,-9999,0,34,63,32,11,170,36
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160225,0.6,-9999,0,52,63,37,16.3,170,38.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160226,0,-9999,0,34,37,23,17.2,290,30
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160227,0,-9999,0,28,40,20,9.6,190,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160228,0,-9999,0,42,58,34,11.2,170,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160229,0.02,-9999,0,46,56,37,10.5,250,25.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160301,0.11,-9999,0,39,47,27,8.1,310,25.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160302,0.43,-9999,0,38,51,22,14.3,320,32
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160303,0,-9999,0,26,34,19,7.8,320,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160304,0,-9999,0.2,28,37,23,10.5,20,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160305,0,-9999,0,31,38,21,6.5,30,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160306,0,-9999,0,33,44,25,4.5,330,10.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160307,0,-9999,0,38,56,24,7.6,200,25.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160308,0,-9999,0,49,65,36,5.8,200,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160309,0,-9999,0,56,81,40,10.1,200,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160310,0.02,-9999,0,63,72,55,6.9,20,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160311,0.03,-9999,0,56,60,38,10.5,320,25.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160312,0,-9999,0,45,63,30,8.9,170,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160313,0,-9999,0,54,64,47,7.6,30,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160314,0.45,-9999,0,45,50,38,8.3,10,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160315,0.25,-9999,0,43,50,39,12.3,360,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160316,0.08,-9999,0,50,62,40,7.6,320,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160317,0.02,-9999,0,49,65,37,6.5,320,36
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160318,0,-9999,0,44,53,32,12.1,290,31.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160319,0,-9999,0,37,46,25,8.1,340,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160320,0.01,-9999,0.1,33,43,22,6.5,100,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160321,0.12,3.1,2.6,36,49,29,11,290,31.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160322,0,-9999,0,40,53,29,11.9,260,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160323,0,-9999,0,52,68,44,9.8,30,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160324,0,-9999,0,47,56,37,9.2,100,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160325,0.04,-9999,0,42,56,36,7.8,310,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160326,0,-9999,0,42,52,35,7.8,30,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160327,0,-9999,0,42,55,32,6.5,200,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160328,0.63,-9999,0,41,49,38,7.8,290,38.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160329,0,-9999,0,45,49,32,19.5,300,36.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160330,0,-9999,0,43,59,29,9.2,190,23
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160331,0.01,-9999,0,54,72,44,15.4,200,30
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160401,0.05,-9999,0,62,72,52,13.9,180,25.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160402,0.14,-9999,0,50,52,37,6,320,25.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160403,0.37,2,2.9,35,40,26,16.1,280,36
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160404,0.33,3.9,4,26,27,24,9.2,20,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160405,0,1.2,0,27,37,20,11.2,20,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160406,0,1.2,0,32,44,20,9.4,180,23.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160407,0.41,-9999,0,49,58,39,13.4,150,32
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160408,0,-9999,0,47,51,33,12.1,240,25.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160409,0,-9999,0,39,49,28,7.8,360,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160410,0,-9999,0,39,50,28,9.6,330,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160411,0.04,-9999,0,47,60,42,13.4,190,25.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160412,0.26,-9999,0,51,55,32,10.5,310,23.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160413,0,-9999,0,44,56,31,5.1,40,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160414,0,-9999,0,48,60,36,7.8,170,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160415,0,-9999,0,47,64,31,6.7,30,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160416,0,-9999,0,51,65,33,9.6,50,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160417,0,-9999,0,52,74,32,4.9,190,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160418,0,-9999,0,60,80,35,5.8,160,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160419,0,-9999,0,58,66,47,11.4,330,23.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160420,0,-9999,0,53,65,38,9.6,20,23
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160421,0,-9999,0,54,77,33,8.5,180,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160422,0.54,-9999,0,64,82,52,5.8,190,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160423,0.03,-9999,0,62,68,45,10.3,320,23.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160424,0,-9999,0,51,64,38,6.7,310,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160425,0,-9999,0,54,67,46,3.8,250,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160426,0.27,-9999,0,48,52,40,6.9,20,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160427,0,-9999,0,47,64,34,6.7,260,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160428,0,-9999,0,51,61,33,8.1,190,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160429,0,-9999,0,51,59,44,6.9,180,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160430,0,-9999,0,54,67,43,7.6,190,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160501,0.1,-9999,0,47,51,41,5.8,180,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160502,0.66,-9999,0,45,53,41,4.5,260,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160503,0.39,-9999,0,50,54,48,4.9,20,12.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160504,0.03,-9999,0,50,52,45,8.7,50,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160505,0,-9999,0,48,53,44,13.4,40,23
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160506,0.28,-9999,0,53,63,49,8.5,30,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160507,0.01,-9999,0,51,55,47,6.7,20,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160508,0.09,-9999,0,55,64,45,12.8,300,32
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160509,0,-9999,0,56,69,44,10.7,290,23.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160510,0,-9999,0,55,72,38,4.9,290,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160511,0,-9999,0,61,80,39,3.8,180,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160512,0,-9999,0,64,82,46,6.5,160,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160513,0.12,-9999,0,62,71,50,6.7,190,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160514,0.09,-9999,0,63,77,52,7.6,180,25.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160515,0,-9999,0,53,59,42,15.2,310,25.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160516,0,-9999,0,49,64,40,14.8,310,33.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160517,0,-9999,0,56,72,38,6.7,290,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160518,0,-9999,0,59,72,47,7.2,200,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160519,0,-9999,0,59,72,48,4.7,10,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160520,0,-9999,0,60,76,42,4.3,50,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160521,0,-9999,0,62,72,46,5.1,170,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160522,0,-9999,0,62,75,53,5.8,20,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160523,0,-9999,0,65,83,47,6.3,210,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160524,0.06,-9999,0,62,67,54,6.7,360,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160525,0,-9999,0,68,90,52,6.3,280,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160526,0,-9999,0,75,90,59,4.9,200,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160527,0,-9999,0,76,89,63,9.2,190,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160528,0,-9999,0,77,93,64,7.6,140,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160529,0,-9999,0,78,91,65,7.6,200,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160530,0.64,-9999,0,71,81,62,6.9,180,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160531,0,-9999,0,76,86,65,6.5,290,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160601,0,-9999,0,72,84,55,5.6,170,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160602,0,-9999,0,69,81,55,7.6,170,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160603,0.01,-9999,0,65,70,60,7.2,180,12.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160604,0,-9999,0,72,84,61,5.4,200,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160605,1.15,-9999,0,68,70,63,8.1,280,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160606,0,-9999,0,71,84,63,8.5,250,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160607,0.03,-9999,0,74,85,60,8.9,330,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160608,0.02,-9999,0,63,70,54,12.3,320,25.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160609,0,-9999,0,60,70,54,15.2,310,30
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160610,0,-9999,0,63,76,50,8.7,320,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160611,0.46,-9999,0,60,68,49,4.3,150,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160612,0,-9999,0,67,78,56,13.9,310,31.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160613,0,-9999,0,62,72,53,12.5,310,25.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160614,0,-9999,0,64,80,49,9.2,10,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160615,0,-9999,0,71,85,57,5.1,300,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160616,0,-9999,0,72,85,61,4.7,170,13
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160617,0,-9999,0,72,83,60,7.4,190,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160618,0,-9999,0,70,87,52,6,160,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160619,0,-9999,0,70,85,53,8.3,160,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160620,0,-9999,0,72,87,59,9.8,180,19.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160621,0.04,-9999,0,75,87,59,8.9,270,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160622,0,-9999,0,69,84,53,6.9,320,23.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160623,0,-9999,0,68,82,51,2.5,220,10.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160624,0,-9999,0,71,86,55,6.3,160,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160625,0,-9999,0,71,88,53,4.7,200,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160626,0,-9999,0,73,89,55,7.2,180,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160627,0,-9999,0,73,86,62,11,160,23.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160628,0.28,-9999,0,72,81,68,9.6,160,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160629,0.02,-9999,0,75,87,68,5.8,300,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160630,0,-9999,0,75,88,60,4.7,290,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160701,0.34,-9999,0,74,85,62,8.5,180,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160702,0,-9999,0,71,79,59,10.5,290,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160703,0,-9999,0,70,84,55,7.6,310,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160704,0,-9999,0,74,88,58,6.7,210,18.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160705,0.25,-9999,0,75,88,67,4.3,300,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160706,0,-9999,0,80,95,66,6.5,240,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160707,0.24,-9999,0,79,91,68,4.3,210,32
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160708,0,-9999,0,75,84,64,7.8,30,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160709,0.11,-9999,0,66,69,62,5.4,150,14.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160710,0.03,-9999,0,67,81,61,5.1,340,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160711,0,-9999,0,69,80,60,5.1,10,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160712,0,-9999,0,72,87,56,6.3,200,17
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160713,0,-9999,0,78,91,67,10.5,190,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160714,0.19,-9999,0,77,88,71,9.6,180,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160715,0,-9999,0,80,94,68,4.9,240,16.1
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160716,0,-9999,0,80,93,65,4.7,290,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160717,0,-9999,0,80,92,69,4.7,270,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160718,0.01,-9999,0,80,96,67,8.3,230,21
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160719,0,-9999,0,76,84,61,9.2,300,21.9
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160720,0,-9999,0,71,85,54,5.1,320,15
GHCND:USW00014740,HARTFORD BRADLEY INTERNATIONAL AIRPORT CT US,20160721,0,-9999,0,75,93,56,7.2,240,17
